order_id,user_id,product_id,quantity,amount,order_date
1935,488,100045,15,73,2024-03-07
1936,509,100098,99,49,2024-03-07
1937,490,100073,21,179,2024-03-07
1938,485,100033,31,19,2024-03-07
1939,501,100054,69,203,2024-03-07
1940,486,100054,58,249,2024-03-07
1941,510,100003,36,56,2024-03-07
1942,481,100051,98,134,2024-03-07
1943,508,100097,32,144,2024-03-07
1944,485,100025,80,114,2024-03-07
1945,482,100032,40,150,2024-03-07
1946,517,100063,58,54,2024-03-07
1947,513,100062,38,48,2024-03-07
1948,491,100087,7,74,2024-03-07
1949,492,100071,97,14,2024-03-07
1950,516,100001,4,71,2024-03-07
1951,494,100075,56,221,2024-03-07
1952,481,100036,46,229,2024-03-07
1953,485,100056,47,209,2024-03-07
1954,514,100095,71,227,2024-03-07
1955,487,100085,39,137,2024-03-07
1956,515,100047,69,161,2024-03-07
1957,497,100049,74,215,2024-03-07
1958,501,100064,57,66,2024-03-07
1959,496,100076,71,178,2024-03-07
1960,515,100088,93,165,2024-03-07
1961,517,100036,50,188,2024-03-07
1962,484,100099,94,88,2024-03-07
1963,507,100006,35,173,2024-03-07
1964,511,100055,68,227,2024-03-07
1965,515,100003,84,208,2024-03-07
1966,517,100025,32,26,2024-03-07
1967,505,100049,23,165,2024-03-07
1968,507,100050,44,205,2024-03-07
1969,514,100077,36,203,2024-03-07
1970,496,100047,40,167,2024-03-07
1971,494,100047,7,136,2024-03-07
1972,507,100025,55,189,2024-03-07
1973,485,100031,51,152,2024-03-07
1974,501,100017,63,146,2024-03-07
1975,500,100040,47,10,2024-03-07
1976,488,100050,11,24,2024-03-07
1977,514,100070,97,161,2024-03-07
1978,486,100065,95,159,2024-03-07
1979,515,100091,33,62,2024-03-07
1980,482,100053,15,235,2024-03-07
1981,501,100078,27,224,2024-03-07
1982,501,100070,36,20,2024-03-07
1983,502,100083,70,113,2024-03-07
1984,514,100006,46,181,2024-03-07
1985,484,100085,60,198,2024-03-07
1986,497,100090,83,113,2024-03-07
1987,484,100047,57,237,2024-03-07
1988,499,100030,11,113,2024-03-07
1989,488,100060,16,56,2024-03-07
1990,488,100070,32,112,2024-03-07
1991,484,100065,27,67,2024-03-07
1992,506,100042,36,117,2024-03-07
1993,505,100068,61,223,2024-03-07
1994,498,100074,64,53,2024-03-07
1995,501,100039,4,11,2024-03-07
1996,483,100031,60,194,2024-03-07
1997,492,100045,49,95,2024-03-07
1998,503,100027,60,37,2024-03-07
1999,513,100006,13,56,2024-03-07
2000,495,100078,51,211,2024-03-07
2001,509,100005,100,116,2024-03-07
2002,485,100029,48,246,2024-03-07
2003,507,100005,79,122,2024-03-07
2004,506,100031,56,81,2024-03-07
2005,495,100027,50,53,2024-03-07
2006,497,100007,31,138,2024-03-07
2007,509,100051,72,105,2024-03-07
2008,500,100005,39,16,2024-03-07
2009,510,100047,37,235,2024-03-07
2010,505,100044,22,156,2024-03-07
2011,508,100016,12,101,2024-03-07
2012,486,100001,43,222,2024-03-07
2013,506,100014,6,82,2024-03-07
2014,486,100092,2,238,2024-03-07
2015,491,100005,57,218,2024-03-07
2016,509,100086,82,123,2024-03-07
2017,508,100088,80,220,2024-03-07
2018,489,100011,7,108,2024-03-07
2019,501,100080,60,161,2024-03-07
2020,480,100019,34,184,2024-03-07
2021,513,100083,21,179,2024-03-07
2022,493,100087,86,65,2024-03-07
2023,495,100016,58,217,2024-03-07
2024,515,100063,95,34,2024-03-07
2025,505,100036,4,88,2024-03-07
2026,510,100091,61,181,2024-03-07
2027,481,100063,20,77,2024-03-07
2028,496,100075,43,137,2024-03-07
2029,507,100027,24,123,2024-03-07
2030,493,100007,85,247,2024-03-07
2031,487,100061,83,212,2024-03-07
2032,482,100025,90,236,2024-03-07
2033,486,100098,43,27,2024-03-07
2034,488,100029,100,21,2024-03-07
2035,498,100069,41,137,2024-03-07
2036,486,100017,23,199,2024-03-07
2037,489,100018,100,87,2024-03-07
2038,495,100098,50,211,2024-03-07
2039,494,100003,11,196,2024-03-07
2040,505,100090,9,243,2024-03-07
2041,497,100036,38,230,2024-03-07
2042,509,100047,6,131,2024-03-07
2043,502,100006,98,134,2024-03-07
2044,496,100043,6,98,2024-03-07
2045,497,100007,94,222,2024-03-07
2046,493,100073,30,48,2024-03-07
2047,509,100008,2,239,2024-03-07
