order_id,user_id,product_id,quantity,amount,order_date
952,512,100014,38,150,2024-03-01
953,480,100090,95,105,2024-03-01
954,514,100099,99,213,2024-03-01
955,494,100017,30,34,2024-03-01
956,484,100004,47,215,2024-03-01
957,512,100064,50,178,2024-03-01
958,507,100003,40,14,2024-03-01
959,513,100081,64,13,2024-03-01
960,498,100016,71,77,2024-03-01
961,484,100030,24,45,2024-03-01
962,486,100020,31,236,2024-03-01
963,490,100063,46,71,2024-03-01
964,490,100033,15,31,2024-03-01
965,494,100081,45,247,2024-03-01
966,510,100096,97,59,2024-03-01
967,500,100057,61,148,2024-03-01
968,490,100056,23,70,2024-03-01
969,495,100017,72,185,2024-03-01
970,506,100027,17,49,2024-03-01
971,509,100010,72,77,2024-03-01
972,486,100050,13,106,2024-03-01
973,515,100093,94,78,2024-03-01
974,500,100006,61,11,2024-03-01
975,511,100017,99,46,2024-03-01
976,504,100021,50,245,2024-03-01
977,487,100051,14,62,2024-03-01
978,511,100053,65,175,2024-03-01
979,501,100084,81,225,2024-03-01
980,480,100052,82,55,2024-03-01
981,492,100043,35,119,2024-03-01
982,496,100048,84,197,2024-03-01
983,480,100044,22,96,2024-03-01
984,496,100092,97,50,2024-03-01
985,489,100005,68,104,2024-03-01
986,481,100014,45,174,2024-03-01
987,484,100020,99,151,2024-03-01
988,493,100066,65,135,2024-03-01
989,491,100097,87,190,2024-03-01
990,510,100004,16,216,2024-03-01
991,509,100055,73,41,2024-03-01
992,491,100088,50,189,2024-03-01
993,495,100024,100,33,2024-03-01
994,484,100075,77,118,2024-03-01
995,492,100031,56,246,2024-03-01
996,502,100053,94,207,2024-03-01
997,516,100037,50,226,2024-03-01
998,487,100007,81,60,2024-03-01
999,494,100038,98,150,2024-03-01
1000,507,100037,83,146,2024-03-01
1001,508,100047,39,234,2024-03-01
1002,517,100013,80,98,2024-03-01
1003,491,100018,55,129,2024-03-01
1004,486,100048,34,70,2024-03-01
1005,514,100090,31,179,2024-03-01
