order_id,user_id,product_id,quantity,amount,order_date
1108,515,100025,90,73,2024-03-02
1109,491,100084,80,139,2024-03-02
1110,516,100036,47,123,2024-03-02
1111,482,100091,51,95,2024-03-02
1112,504,100051,44,20,2024-03-02
1113,501,100086,59,233,2024-03-02
1114,492,100036,22,218,2024-03-02
1115,496,100074,9,124,2024-03-02
1116,497,100096,63,99,2024-03-02
1117,505,100027,22,63,2024-03-02
1118,493,100079,81,112,2024-03-02
1119,498,100083,92,217,2024-03-02
1120,481,100004,63,203,2024-03-02
1121,490,100081,81,216,2024-03-02
1122,481,100019,99,14,2024-03-02
1123,515,100088,53,117,2024-03-02
1124,499,100071,92,163,2024-03-02
1125,480,100009,40,72,2024-03-02
1126,496,100038,37,142,2024-03-02
1127,488,100080,98,19,2024-03-02
1128,496,100089,3,219,2024-03-02
1129,500,100006,90,91,2024-03-02
1130,502,100012,97,162,2024-03-02
1131,483,100025,62,59,2024-03-02
1132,486,100049,99,155,2024-03-02
1133,486,100035,49,129,2024-03-02
1134,487,100065,6,34,2024-03-02
1135,495,100071,87,12,2024-03-02
1136,486,100047,100,55,2024-03-02
1137,503,100079,17,115,2024-03-02
1138,511,100040,94,104,2024-03-02
1139,493,100035,79,108,2024-03-02
1140,483,100019,95,200,2024-03-02
1141,498,100010,5,40,2024-03-02
1142,492,100046,12,23,2024-03-02
1143,498,100072,27,115,2024-03-02
1144,509,100075,86,134,2024-03-02
1145,513,100035,57,76,2024-03-02
1146,491,100012,95,172,2024-03-02
1147,513,100040,77,246,2024-03-02
1148,507,100013,17,137,2024-03-02
1149,509,100098,11,233,2024-03-02
1150,498,100057,86,154,2024-03-02
1151,506,100049,94,110,2024-03-02
1152,485,100051,95,205,2024-03-02
1153,511,100020,46,47,2024-03-02
1154,504,100037,28,243,2024-03-02
1155,494,100004,36,28,2024-03-02
1156,489,100083,70,123,2024-03-02
1157,496,100012,77,111,2024-03-02
1158,497,100030,25,141,2024-03-02
1159,483,100004,66,86,2024-03-02
1160,502,100092,61,217,2024-03-02
1161,508,100020,51,154,2024-03-02
1162,496,100058,47,19,2024-03-02
1163,492,100047,12,201,2024-03-02
1164,497,100022,18,235,2024-03-02
1165,507,100088,58,139,2024-03-02
1166,498,100058,88,133,2024-03-02
1167,516,100072,8,156,2024-03-02
1168,482,100032,82,38,2024-03-02
1169,481,100030,90,95,2024-03-02
1170,497,100044,57,103,2024-03-02
1171,480,100008,18,72,2024-03-02
1172,508,100029,13,133,2024-03-02
1173,516,100053,2,73,2024-03-02
1174,515,100028,38,174,2024-03-02
1175,513,100054,72,216,2024-03-02
1176,507,100075,88,87,2024-03-02
1177,502,100051,71,191,2024-03-02
1178,495,100045,10,117,2024-03-02
1179,499,100086,80,191,2024-03-02
1180,482,100075,3,188,2024-03-02
1181,491,100054,76,32,2024-03-02
1182,510,100072,42,208,2024-03-02
1183,495,100013,83,95,2024-03-02
1184,505,100028,39,57,2024-03-02
1185,513,100077,21,131,2024-03-02
1186,487,100001,9,115,2024-03-02
1187,497,100020,34,227,2024-03-02
1188,512,100033,74,96,2024-03-02
